qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
CMS121	30	94.118	17	1	0	3	19	24755655	24755639	523	27
CMS121	9	94.118	17	1	0	2	18	7264500	7264484	523	27
CMS121	9	94.118	17	1	0	40	56	11410374	11410390	523	27
CMS121	9	94.118	17	1	0	4	20	11540469	11540453	523	27
CMS121	9	94.118	17	1	0	41	57	18641281	18641297	523	27
CMS121	9	94.118	17	1	0	34	50	33961454	33961470	523	27
CMS121	9	94.118	17	1	0	2	18	34598458	34598442	523	27
CMS121	9	94.118	17	1	0	2	18	43552573	43552589	523	27
CMS121	9	94.118	17	1	0	3	19	44078066	44078082	523	27
CMS121	9	94.118	17	1	0	41	57	47547386	47547402	523	27
CMS121	9	94.118	17	1	0	40	56	53007330	53007314	523	27
CMS121	9	94.118	17	1	0	42	58	54184498	54184514	523	27
CMS121	9	94.118	17	1	0	42	58	56317155	56317171	523	27
CMS121	9	94.118	17	1	0	40	56	58399753	58399737	523	27
CMS121	9	94.118	17	1	0	40	56	70211736	70211720	523	27
CMS121	9	94.118	17	1	0	35	51	70692593	70692609	523	27
CMS121	6	94.118	17	1	0	40	56	4498051	4498067	523	27
CMS121	6	94.118	17	1	0	1	17	18053730	18053746	523	27
CMS121	6	94.118	17	1	0	34	50	24759699	24759715	523	27
CMS121	6	94.118	17	1	0	37	53	36422879	36422895	523	27
CMS121	6	94.118	17	1	0	36	52	45023184	45023168	523	27
CMS121	6	94.118	17	1	0	5	21	46860135	46860151	523	27
CMS121	6	94.118	17	1	0	42	58	48583879	48583895	523	27
CMS121	6	94.118	17	1	0	42	58	50971822	50971806	523	27
CMS121	6	94.118	17	1	0	7	23	53181074	53181058	523	27
CMS121	6	94.118	17	1	0	36	52	54475113	54475129	523	27
CMS121	6	94.118	17	1	0	37	53	56748001	56747985	523	27
CMS121	6	94.118	17	1	0	37	53	61293161	61293177	523	27
CMS121	6	94.118	17	1	0	6	22	78352782	78352798	523	27
CMS121	6	94.118	17	1	0	41	57	78898465	78898481	523	27
CMS121	6	94.118	17	1	0	34	50	78986552	78986536	523	27
CMS121	7	100	16	0	0	41	56	13700882	13700867	40	30.7
CMS121	7	100	16	0	0	34	49	61338736	61338721	40	30.7
CMS121	10	100	16	0	0	38	53	27406477	27406462	40	30.7
CMS121	10	100	16	0	0	38	53	63520357	63520372	40	30.7
CMS121	10	100	16	0	0	2	17	63528636	63528621	40	30.7
CMS121	10	100	16	0	0	39	54	70098186	70098171	40	30.7
CMS121	9	100	16	0	0	34	49	26520106	26520091	40	30.7
CMS121	6	100	16	0	0	42	57	13299724	13299739	40	30.7
CMS121	6	100	16	0	0	43	58	17077583	17077598	40	30.7
CMS121	6	100	16	0	0	6	21	26824472	26824457	40	30.7
CMS121	7	100	15	0	0	1	15	2118225	2118211	145	28.8
CMS121	7	100	15	0	0	8	22	14637879	14637893	145	28.8
CMS121	7	100	15	0	0	8	22	14718922	14718936	145	28.8
CMS121	7	100	15	0	0	36	50	20221193	20221179	145	28.8
CMS121	7	100	15	0	0	36	50	31737301	31737287	145	28.8
CMS121	7	100	15	0	0	43	57	37682746	37682760	145	28.8
CMS121	7	100	15	0	0	44	58	43285718	43285704	145	28.8
CMS121	7	100	15	0	0	44	58	43324207	43324193	145	28.8
CMS121	7	100	15	0	0	36	50	44183641	44183627	145	28.8
CMS121	7	100	15	0	0	43	57	48210383	48210369	145	28.8
CMS121	7	100	15	0	0	43	57	51011868	51011882	145	28.8
CMS121	7	100	15	0	0	43	57	51685258	51685272	145	28.8
CMS121	7	100	15	0	0	4	18	85632417	85632431	145	28.8
CMS121	10	100	15	0	0	38	52	2819187	2819173	145	28.8
CMS121	10	100	15	0	0	7	21	4905800	4905786	145	28.8
CMS121	10	100	15	0	0	4	18	23559811	23559825	145	28.8
CMS121	10	100	15	0	0	34	48	26178570	26178584	145	28.8
CMS121	10	100	15	0	0	39	53	33808784	33808770	145	28.8
CMS121	10	100	15	0	0	2	16	35462228	35462242	145	28.8
CMS121	10	100	15	0	0	44	58	38420986	38420972	145	28.8
CMS121	10	100	15	0	0	36	50	43229281	43229295	145	28.8
CMS121	10	100	15	0	0	38	52	52676102	52676088	145	28.8
CMS121	10	100	15	0	0	2	16	66253900	66253914	145	28.8
CMS121	10	100	15	0	0	37	51	70676572	70676558	145	28.8
CMS121	9	100	15	0	0	5	19	408974	408960	145	28.8
CMS121	9	100	15	0	0	1	15	637476	637490	145	28.8
CMS121	9	100	15	0	0	1	15	683169	683155	145	28.8
CMS121	9	100	15	0	0	42	56	4856862	4856848	145	28.8
CMS121	9	100	15	0	0	4	18	9044237	9044251	145	28.8
CMS121	9	100	15	0	0	39	53	21923033	21923047	145	28.8
CMS121	9	100	15	0	0	36	50	25267859	25267873	145	28.8
CMS121	9	100	15	0	0	34	48	42888210	42888196	145	28.8
CMS121	9	100	15	0	0	8	22	50253429	50253443	145	28.8
CMS121	9	100	15	0	0	37	51	58586707	58586693	145	28.8
CMS121	9	100	15	0	0	43	57	73480573	73480559	145	28.8
CMS121	9	100	15	0	0	34	48	74603303	74603317	145	28.8
CMS121	6	100	15	0	0	37	51	36627079	36627093	145	28.8
CMS121	6	100	15	0	0	35	49	49490432	49490418	145	28.8
CMS121	7	100	14	0	0	39	52	2284297	2284310	523	27
CMS121	7	100	14	0	0	37	50	2431541	2431528	523	27
CMS121	7	100	14	0	0	37	50	2437614	2437601	523	27
CMS121	7	100	14	0	0	40	53	11493094	11493107	523	27
CMS121	7	100	14	0	0	43	56	14136620	14136607	523	27
CMS121	7	100	14	0	0	37	50	17242290	17242277	523	27
CMS121	7	100	14	0	0	34	47	17364400	17364387	523	27
CMS121	7	100	14	0	0	34	47	19279020	19279033	523	27
CMS121	7	100	14	0	0	5	18	19658842	19658855	523	27
CMS121	7	100	14	0	0	44	57	19702055	19702042	523	27
CMS121	7	100	14	0	0	37	50	25969408	25969421	523	27
CMS121	7	100	14	0	0	44	57	32694508	32694521	523	27
CMS121	7	100	14	0	0	40	53	33746160	33746147	523	27
CMS121	7	100	14	0	0	40	53	35501662	35501649	523	27
CMS121	7	100	14	0	0	35	48	43706422	43706409	523	27
CMS121	7	100	14	0	0	38	51	49488655	49488668	523	27
CMS121	7	100	14	0	0	36	49	50205163	50205176	523	27
CMS121	7	100	14	0	0	39	52	50508516	50508503	523	27
CMS121	7	100	14	0	0	39	52	51571421	51571434	523	27
CMS121	7	100	14	0	0	40	53	52799490	52799477	523	27
CMS121	7	100	14	0	0	34	47	53580683	53580670	523	27
CMS121	7	100	14	0	0	43	56	56085998	56085985	523	27
CMS121	7	100	14	0	0	45	58	56172817	56172830	523	27
CMS121	7	100	14	0	0	34	47	56369914	56369927	523	27
CMS121	7	100	14	0	0	39	52	58377229	58377216	523	27
CMS121	7	100	14	0	0	44	57	59782246	59782233	523	27
CMS121	7	100	14	0	0	9	22	59950262	59950275	523	27
CMS121	7	100	14	0	0	1	14	60588991	60589004	523	27
CMS121	7	100	14	0	0	45	58	63211190	63211203	523	27
CMS121	7	100	14	0	0	34	47	67419904	67419917	523	27
CMS121	10	100	14	0	0	36	49	12557029	12557016	523	27
CMS121	10	100	14	0	0	34	47	14881998	14881985	523	27
CMS121	10	100	14	0	0	36	49	31021799	31021812	523	27
CMS121	10	100	14	0	0	36	49	33036863	33036850	523	27
CMS121	10	100	14	0	0	2	15	33746691	33746704	523	27
CMS121	10	100	14	0	0	44	57	34974949	34974962	523	27
CMS121	10	100	14	0	0	43	56	37311128	37311115	523	27
CMS121	10	100	14	0	0	9	22	41469051	41469038	523	27
CMS121	10	100	14	0	0	44	57	42894590	42894603	523	27
CMS121	10	100	14	0	0	3	16	50006297	50006310	523	27
CMS121	10	100	14	0	0	45	58	54364373	54364360	523	27
CMS121	10	100	14	0	0	36	49	60543728	60543741	523	27
CMS121	10	100	14	0	0	35	48	62894294	62894307	523	27
CMS121	10	100	14	0	0	39	52	63058183	63058170	523	27
CMS121	10	100	14	0	0	44	57	63941434	63941447	523	27
CMS121	10	100	14	0	0	41	54	69805830	69805817	523	27
CMS121	30	100	14	0	0	44	57	2349427	2349414	523	27
CMS121	30	100	14	0	0	40	53	6441437	6441450	523	27
CMS121	30	100	14	0	0	36	49	8066650	8066637	523	27
CMS121	30	100	14	0	0	39	52	8902174	8902161	523	27
CMS121	30	100	14	0	0	10	23	12745720	12745707	523	27
CMS121	30	100	14	0	0	39	52	13058405	13058418	523	27
CMS121	30	100	14	0	0	44	57	18717746	18717733	523	27
CMS121	30	100	14	0	0	36	49	21621204	21621217	523	27
CMS121	30	100	14	0	0	34	47	22289346	22289359	523	27
CMS121	30	100	14	0	0	36	49	25174725	25174738	523	27
CMS121	30	100	14	0	0	36	49	25193203	25193216	523	27
CMS121	9	100	14	0	0	40	53	1049997	1049984	523	27
CMS121	9	100	14	0	0	43	56	4114130	4114143	523	27
CMS121	9	100	14	0	0	8	21	4709410	4709423	523	27
CMS121	9	100	14	0	0	1	14	18641630	18641643	523	27
CMS121	9	100	14	0	0	42	55	24898479	24898492	523	27
CMS121	9	100	14	0	0	5	18	30885691	30885678	523	27
CMS121	9	100	14	0	0	45	58	33509329	33509316	523	27
CMS121	9	100	14	0	0	43	56	41878867	41878854	523	27
CMS121	9	100	14	0	0	37	50	46330280	46330293	523	27
CMS121	9	100	14	0	0	3	16	48732621	48732608	523	27
CMS121	9	100	14	0	0	42	55	55908941	55908954	523	27
CMS121	9	100	14	0	0	37	50	62481638	62481625	523	27
CMS121	9	100	14	0	0	39	52	63435093	63435080	523	27
CMS121	9	100	14	0	0	34	47	63631507	63631520	523	27
CMS121	9	100	14	0	0	39	52	67856279	67856266	523	27
CMS121	9	100	14	0	0	39	52	69575214	69575201	523	27
CMS121	9	100	14	0	0	39	52	71340213	71340226	523	27
CMS121	6	100	14	0	0	40	53	7495787	7495774	523	27
CMS121	6	100	14	0	0	42	55	10085080	10085093	523	27
CMS121	6	100	14	0	0	42	55	12256095	12256108	523	27
CMS121	6	100	14	0	0	40	53	14526317	14526330	523	27
CMS121	6	100	14	0	0	5	18	17371387	17371374	523	27
CMS121	6	100	14	0	0	36	49	19022811	19022824	523	27
CMS121	6	100	14	0	0	10	23	21386916	21386903	523	27
CMS121	6	100	14	0	0	38	51	24217171	24217184	523	27
CMS121	6	100	14	0	0	34	47	25033984	25033971	523	27
CMS121	6	100	14	0	0	34	47	26152810	26152797	523	27
CMS121	6	100	14	0	0	36	49	27644346	27644333	523	27
CMS121	6	100	14	0	0	36	49	27889596	27889583	523	27
CMS121	6	100	14	0	0	39	52	33060447	33060434	523	27
CMS121	6	100	14	0	0	41	54	34600108	34600095	523	27
CMS121	6	100	14	0	0	44	57	34714404	34714391	523	27
CMS121	6	100	14	0	0	3	16	36447748	36447761	523	27
CMS121	6	100	14	0	0	36	49	36834992	36834979	523	27
CMS121	6	100	14	0	0	39	52	38713746	38713759	523	27
CMS121	6	100	14	0	0	41	54	43264473	43264486	523	27
CMS121	6	100	14	0	0	39	52	45790462	45790449	523	27
CMS121	6	100	14	0	0	2	15	46773800	46773813	523	27
CMS121	6	100	14	0	0	39	52	48718190	48718203	523	27
CMS121	6	100	14	0	0	40	53	49872067	49872080	523	27
CMS121	6	100	14	0	0	37	50	51418806	51418819	523	27
CMS121	6	100	14	0	0	37	50	57209335	57209348	523	27
CMS121	6	100	14	0	0	34	47	58173975	58173988	523	27
CMS121	6	100	14	0	0	34	47	58543729	58543716	523	27
CMS121	6	100	14	0	0	38	51	59323111	59323098	523	27
CMS121	6	100	14	0	0	40	53	62051672	62051659	523	27
CMS121	6	100	14	0	0	39	52	62231060	62231047	523	27
CMS121	6	100	14	0	0	3	16	63940206	63940193	523	27
CMS121	6	100	14	0	0	41	54	63988841	63988854	523	27
CMS121	6	100	14	0	0	7	20	65081587	65081574	523	27
CMS121	6	100	14	0	0	34	47	67632798	67632785	523	27
CMS121	6	100	14	0	0	42	55	67711884	67711897	523	27
CMS121	6	100	14	0	0	39	52	69242524	69242537	523	27
CMS121	6	100	14	0	0	34	47	73221881	73221894	523	27
CMS121	6	100	14	0	0	9	22	75797019	75797032	523	27
CMS121	6	100	14	0	0	39	52	78984927	78984914	523	27
CMS121	6	100	14	0	0	41	54	79592052	79592065	523	27
CMS121	6	100	14	0	0	34	47	79751843	79751856	523	27
CMS121	6	100	14	0	0	34	47	79855272	79855259	523	27
CMS121	6	100	14	0	0	7	20	82071049	82071062	523	27
CMS121	6	100	14	0	0	7	20	82110570	82110583	523	27
CMS121	6	100	14	0	0	7	20	82212518	82212531	523	27
CMS121	6	100	14	0	0	39	52	83028329	83028342	523	27
CMS121	6	100	14	0	0	40	53	83155448	83155435	523	27
CMS121	6	100	14	0	0	2	15	89108624	89108611	523	27
CMS121	6	100	14	0	0	1	14	90415915	90415928	523	27
CMS121	6	100	14	0	0	44	57	91833621	91833634	523	27
CMS121	6	100	14	0	0	10	23	92319466	92319453	523	27
CMS121	6	100	14	0	0	39	52	95087224	95087237	523	27
CMS13	8	100	24	0	0	34	57	60737897	60737874	0.001	45.4
CMS13	8	87.5	24	3	0	34	57	21546979	21546956	141	28.8
CMS13	8	87.5	24	3	0	34	57	42892064	42892041	141	28.8
CMS13	8	87.5	24	3	0	34	57	72057582	72057605	141	28.8
CMS13	8	87.5	24	1	2	34	57	10176581	10176602	507	27
CMS13	3	91.667	24	2	0	34	57	38443006	38443029	3	34.4
CMS13	3	87.5	24	3	0	34	57	10666794	10666817	141	28.8
CMS13	3	87.5	24	2	1	1	23	51290851	51290828	507	27
CMS13	9	87.5	24	3	0	34	57	30968718	30968695	141	28.8
CMS13	9	87.5	24	3	0	34	57	73757431	73757454	141	28.8
CMS13	X	91.667	24	2	0	34	57	33363650	33363673	3	34.4
CMS13	X	91.667	24	2	0	34	57	37415174	37415151	3	34.4
CMS13	X	87.5	24	3	0	34	57	35994764	35994787	141	28.8
CMS13	X	87.5	24	3	0	34	57	71561323	71561346	141	28.8
CMS13	X	87.5	24	3	0	34	57	72841684	72841661	141	28.8
CMS13	X	87.5	24	2	1	34	57	16481899	16481877	507	27
CMS13	27	91.667	24	2	0	34	57	4941682	4941659	3	34.4
CMS13	8	100	23	0	0	1	23	60737654	60737676	0.005	43.6
CMS13	8	86.957	23	3	0	34	56	57149723	57149745	507	27
CMS13	3	95.652	23	1	0	1	23	59340515	59340493	0.23	38.1
CMS13	3	86.957	23	3	0	34	56	21655526	21655548	507	27
CMS13	3	86.957	23	3	0	34	56	21695113	21695135	507	27
CMS13	3	86.957	23	3	0	1	23	94560841	94560819	507	27
CMS13	9	86.957	23	3	0	1	23	72395143	72395165	507	27
CMS13	X	86.957	23	3	0	1	23	14242884	14242906	507	27
CMS13	X	86.957	23	3	0	34	56	37300754	37300732	507	27
CMS13	X	86.957	23	3	0	34	56	58366017	58365995	507	27
CMS13	X	86.957	23	3	0	34	56	90752274	90752252	507	27
CMS13	X	86.957	23	3	0	34	56	119447635	119447613	507	27
CMS13	27	91.304	23	2	0	34	56	13179615	13179637	11	32.5
CMS13	27	91.304	23	2	0	34	56	15716690	15716668	11	32.5
CMS13	27	86.957	23	3	0	34	56	9417444	9417422	507	27
CMS13	27	86.957	23	3	0	34	56	18348926	18348948	507	27
CMS13	3	90.909	22	0	2	36	55	2745230	2745251	141	28.8
CMS13	3	90.909	22	1	1	34	54	98103386	98103407	141	28.8
CMS13	9	95.455	22	1	0	34	55	55793265	55793244	0.84	36.2
CMS13	9	90.909	22	1	1	35	56	29238428	29238448	141	28.8
CMS13	8	90.476	21	2	0	2	22	28410719	28410739	141	28.8
CMS13	8	90.476	21	2	0	34	54	28639276	28639256	141	28.8
CMS13	8	90.476	21	2	0	34	54	30058463	30058443	141	28.8
CMS13	8	90.476	21	2	0	34	54	33613579	33613559	141	28.8
CMS13	8	90.476	21	2	0	37	57	71162836	71162816	141	28.8
CMS13	8	90.476	21	1	1	34	53	70463436	70463456	507	27
CMS13	3	90.476	21	2	0	37	57	15739804	15739784	141	28.8
CMS13	3	90.476	21	2	0	34	54	38860371	38860351	141	28.8
CMS13	3	90.476	21	2	0	34	54	111338376	111338356	141	28.8
CMS13	3	90.476	21	1	1	34	54	12732455	12732436	507	27
CMS13	3	90.476	21	1	1	36	56	29081124	29081105	507	27
CMS13	9	90.476	21	2	0	34	54	10433482	10433462	141	28.8
CMS13	9	90.476	21	2	0	36	56	13222071	13222091	141	28.8
CMS13	9	90.476	21	2	0	2	22	48392518	48392538	141	28.8
CMS13	9	90.476	21	2	0	34	54	59770241	59770221	141	28.8
CMS13	9	90.476	21	1	1	3	22	55046986	55047006	507	27
CMS13	X	90.476	21	2	0	34	54	69054937	69054917	141	28.8
CMS13	X	90.476	21	2	0	35	55	70998883	70998903	141	28.8
CMS13	X	90.476	21	2	0	34	54	77571051	77571071	141	28.8
CMS13	X	90.476	21	2	0	37	57	105933042	105933022	141	28.8
CMS13	X	90.476	21	1	1	3	22	34532995	34532975	507	27
CMS13	X	90.476	21	0	1	34	54	58506971	58506953	507	27
CMS13	27	90.476	21	1	1	1	21	1556368	1556349	507	27
CMS13	27	90.476	21	1	1	35	55	18171771	18171790	507	27
CMS13	8	95	20	1	0	36	55	24635204	24635185	11	32.5
CMS13	8	95	20	1	0	34	53	58679402	58679421	11	32.5
CMS13	8	90	20	2	0	37	56	8708402	8708421	507	27
CMS13	8	90	20	2	0	4	23	28202294	28202275	507	27
CMS13	8	90	20	2	0	34	53	30423052	30423033	507	27
CMS13	8	90	20	2	0	34	53	32679216	32679197	507	27
CMS13	3	90	20	2	0	38	57	6170722	6170703	507	27
CMS13	3	90	20	2	0	3	22	69466070	69466051	507	27
CMS13	3	90	20	2	0	37	56	82201648	82201629	507	27
CMS13	3	90	20	2	0	36	55	83494042	83494061	507	27
CMS13	3	90	20	2	0	34	53	84337453	84337472	507	27
CMS13	3	90	20	2	0	34	53	86939497	86939478	507	27
CMS13	9	90	20	2	0	34	53	2007192	2007211	507	27
CMS13	9	90	20	2	0	37	56	65803612	65803593	507	27
CMS13	9	90	20	2	0	38	57	70844830	70844849	507	27
CMS13	X	90	20	2	0	35	54	12147958	12147977	507	27
CMS13	X	90	20	2	0	4	23	40781026	40781007	507	27
CMS13	X	90	20	2	0	37	56	40868308	40868327	507	27
CMS13	X	90	20	2	0	36	55	66187774	66187793	507	27
CMS13	X	90	20	2	0	35	54	70994516	70994497	507	27
CMS13	X	90	20	2	0	36	55	76202047	76202028	507	27
CMS13	X	90	20	2	0	2	21	115666083	115666102	507	27
CMS13	X	90	20	2	0	34	53	116940443	116940424	507	27
CMS13	3	94.737	19	1	0	39	57	41816348	41816330	39	30.7
CMS13	3	94.737	19	1	0	37	55	76676451	76676469	39	30.7
CMS13	9	94.737	19	1	0	5	23	15272945	15272927	39	30.7
CMS13	9	94.737	19	0	1	34	52	67556611	67556594	141	28.8
CMS13	X	94.737	19	1	0	36	54	18647672	18647690	39	30.7
CMS13	X	94.737	19	0	1	34	51	10599389	10599407	141	28.8
CMS13	3	94.444	18	1	0	35	52	80145835	80145818	141	28.8
CMS13	3	94.444	18	1	0	34	51	110271661	110271678	141	28.8
CMS13	9	94.444	18	1	0	38	55	27316173	27316156	141	28.8
CMS13	9	94.444	18	1	0	34	51	40598746	40598763	141	28.8
CMS13	9	94.444	18	1	0	4	21	59985246	59985263	141	28.8
CMS13	X	94.444	18	1	0	40	57	31980695	31980712	141	28.8
CMS13	X	94.444	18	1	0	36	53	61150220	61150203	141	28.8
CMS13	X	94.444	18	1	0	40	57	69420556	69420573	141	28.8
CMS13	X	94.444	18	0	1	2	18	115573220	115573203	507	27
CMS13	27	94.444	18	1	0	6	23	1255731	1255748	141	28.8
CMS13	27	94.444	18	1	0	6	23	16913215	16913198	141	28.8
CMS13	8	94.118	17	1	0	39	55	22367763	22367779	507	27
CMS13	8	94.118	17	1	0	7	23	28056764	28056748	507	27
CMS13	8	94.118	17	1	0	7	23	34059606	34059622	507	27
CMS13	8	94.118	17	1	0	37	53	36122679	36122695	507	27
CMS13	8	94.118	17	1	0	7	23	37068266	37068282	507	27
CMS13	8	94.118	17	1	0	7	23	43713837	43713853	507	27
CMS13	8	94.118	17	1	0	7	23	56207779	56207795	507	27
CMS13	8	94.118	17	1	0	5	21	77691859	77691875	507	27
CMS13	3	94.118	17	1	0	35	51	4406707	4406723	507	27
CMS13	3	94.118	17	1	0	6	22	5993475	5993459	507	27
CMS13	3	94.118	17	1	0	1	17	6135932	6135916	507	27
CMS13	3	94.118	17	1	0	37	53	23126775	23126759	507	27
CMS13	3	94.118	17	1	0	40	56	60471465	60471449	507	27
CMS13	3	94.118	17	1	0	4	20	65742889	65742905	507	27
CMS13	3	94.118	17	1	0	4	20	68106233	68106217	507	27
CMS13	3	94.118	17	1	0	6	22	72731630	72731614	507	27
CMS13	3	94.118	17	1	0	35	51	97539506	97539522	507	27
CMS13	3	94.118	17	1	0	6	22	99952868	99952852	507	27
